contexts,query,answers,graph,depth,query_type,query_state,calculation_time
"If pink event is False, then cyan event is True with probability of 82%. If pink event is False, then cyan event is False with probability of 18%. If pink event is True, then cyan event is True with probability of 46%. If pink event is True, then cyan event is False with probability of 54%. If pink event is False, then purple event is True with probability of 61%. If pink event is False, then purple event is False with probability of 39%. If pink event is True, then purple event is True with probability of 60%. If pink event is True, then purple event is False with probability of 40%. If cyan event is False, then yellow event is True with probability of 70%. If cyan event is False, then yellow event is False with probability of 30%. If cyan event is True, then yellow event is True with probability of 47%. If cyan event is True, then yellow event is False with probability of 53%. If pink event is False, then grey event is True with probability of 75%. If pink event is False, then grey event is False with probability of 25%. If pink event is True, then grey event is True with probability of 44%. If pink event is True, then grey event is False with probability of 56%. If pink event is False, then red event is True with probability of 62%. If pink event is False, then red event is False with probability of 38%. If pink event is True, then red event is True with probability of 96%. If pink event is True, then red event is False with probability of 4%. pink event is true with probability of 48%. pink event is false with probability of 52%. If pink event is False, then blue event is True with probability of 42%. If pink event is False, then blue event is False with probability of 58%. If pink event is True, then blue event is True with probability of 42%. If pink event is True, then blue event is False with probability of 58%. ",What is the probability that yellow event is False and red event is False given that cyan event is False and purple event is False and grey event is True and pink event is False and blue event is False?,0.114,"('pink event',) -> cyan event | ('pink event',) -> purple event | ('cyan event',) -> yellow event | ('pink event',) -> grey event | ('pink event',) -> red event | () -> pink event | ('pink event',) -> blue event",7,n2n4|n0n1n3n5n6|,fffftff,0.541499999997086
"If black event is False, then cyan event is True with probability of 83%. If black event is False, then cyan event is False with probability of 17%. If black event is True, then cyan event is True with probability of 69%. If black event is True, then cyan event is False with probability of 31%. grey event is true with probability of 69%. grey event is false with probability of 31%. If yellow event is False, then white event is True with probability of 93%. If yellow event is False, then white event is False with probability of 7%. If yellow event is True, then white event is True with probability of 36%. If yellow event is True, then white event is False with probability of 64%. If black event is False, then blue event is True with probability of 71%. If black event is False, then blue event is False with probability of 29%. If black event is True, then blue event is True with probability of 55%. If black event is True, then blue event is False with probability of 45%. If grey event is False, then yellow event is True with probability of 2%. If grey event is False, then yellow event is False with probability of 98%. If grey event is True, then yellow event is True with probability of 67%. If grey event is True, then yellow event is False with probability of 33%. If blue event is False, then red event is True with probability of 59%. If blue event is False, then red event is False with probability of 41%. If blue event is True, then red event is True with probability of 34%. If blue event is True, then red event is False with probability of 66%. If grey event is False, then black event is True with probability of 20%. If grey event is False, then black event is False with probability of 80%. If grey event is True, then black event is True with probability of 99%. If grey event is True, then black event is False with probability of 1%. ",What is the probability that white event is True and yellow event is False and red event is False given that cyan event is True and grey event is True and blue event is False and black event is True?,0.125829,"('black event',) -> cyan event | () -> grey event | ('yellow event',) -> white event | ('black event',) -> blue event | ('grey event',) -> yellow event | ('blue event',) -> red event | ('grey event',) -> black event",7,n2n4n5|n0n1n3n6|,tffttft,0.5323999999973239
"If orange event is False, then white event is True with probability of 70%. If orange event is False, then white event is False with probability of 30%. If orange event is True, then white event is True with probability of 61%. If orange event is True, then white event is False with probability of 39%. If orange event is False, then blue event is True with probability of 97%. If orange event is False, then blue event is False with probability of 3%. If orange event is True, then blue event is True with probability of 39%. If orange event is True, then blue event is False with probability of 61%. If cyan event is False, then grey event is True with probability of 54%. If cyan event is False, then grey event is False with probability of 46%. If cyan event is True, then grey event is True with probability of 48%. If cyan event is True, then grey event is False with probability of 52%. If yellow event is False, then orange event is True with probability of 57%. If yellow event is False, then orange event is False with probability of 43%. If yellow event is True, then orange event is True with probability of 21%. If yellow event is True, then orange event is False with probability of 79%. pink event is true with probability of 5%. pink event is false with probability of 95%. If cyan event is False, then yellow event is True with probability of 22%. If cyan event is False, then yellow event is False with probability of 78%. If cyan event is True, then yellow event is True with probability of 73%. If cyan event is True, then yellow event is False with probability of 27%. If pink event is False, then cyan event is True with probability of 56%. If pink event is False, then cyan event is False with probability of 44%. If pink event is True, then cyan event is True with probability of 94%. If pink event is True, then cyan event is False with probability of 6%. ",What is the probability that blue event is True and grey event is True given that white event is False and orange event is True and pink event is False and yellow event is False and cyan event is True?,0.1872,"('orange event',) -> white event | ('orange event',) -> blue event | ('cyan event',) -> grey event | ('yellow event',) -> orange event | () -> pink event | ('cyan event',) -> yellow event | ('pink event',) -> cyan event",7,n1n2|n0n3n4n5n6|,ttftfft,0.5684000000059086
"If grey event is False, then red event is True with probability of 25%. If grey event is False, then red event is False with probability of 75%. If grey event is True, then red event is True with probability of 33%. If grey event is True, then red event is False with probability of 67%. grey event is true with probability of 82%. grey event is false with probability of 18%. If red event is False, then blue event is True with probability of 14%. If red event is False, then blue event is False with probability of 86%. If red event is True, then blue event is True with probability of 46%. If red event is True, then blue event is False with probability of 54%. If purple event is False, then white event is True with probability of 65%. If purple event is False, then white event is False with probability of 35%. If purple event is True, then white event is True with probability of 98%. If purple event is True, then white event is False with probability of 2%. If purple event is False, then yellow event is True with probability of 59%. If purple event is False, then yellow event is False with probability of 41%. If purple event is True, then yellow event is True with probability of 58%. If purple event is True, then yellow event is False with probability of 42%. If grey event is False, then purple event is True with probability of 19%. If grey event is False, then purple event is False with probability of 81%. If grey event is True, then purple event is True with probability of 53%. If grey event is True, then purple event is False with probability of 47%. If purple event is False, then pink event is True with probability of 20%. If purple event is False, then pink event is False with probability of 80%. If purple event is True, then pink event is True with probability of 64%. If purple event is True, then pink event is False with probability of 36%. ",What is the probability that red event is False and blue event is False and white event is True and purple event is False and pink event is False given that yellow event is True?,0.1656929665955934,"('grey event',) -> red event | () -> grey event | ('red event',) -> blue event | ('purple event',) -> white event | ('purple event',) -> yellow event | ('grey event',) -> purple event | ('purple event',) -> pink event",7,n0n2n3n5n6|n4|,fftfft,0.5433000000039101
"If orange event is False, then purple event is True with probability of 17%. If orange event is False, then purple event is False with probability of 83%. If orange event is True, then purple event is True with probability of 2%. If orange event is True, then purple event is False with probability of 98%. If blue event is False, then red event is True with probability of 24%. If blue event is False, then red event is False with probability of 76%. If blue event is True, then red event is True with probability of 4%. If blue event is True, then red event is False with probability of 96%. If red event is False, then orange event is True with probability of 31%. If red event is False, then orange event is False with probability of 69%. If red event is True, then orange event is True with probability of 75%. If red event is True, then orange event is False with probability of 25%. If orange event is False, then grey event is True with probability of 67%. If orange event is False, then grey event is False with probability of 33%. If orange event is True, then grey event is True with probability of 20%. If orange event is True, then grey event is False with probability of 80%. If pink event is False, then blue event is True with probability of 46%. If pink event is False, then blue event is False with probability of 54%. If pink event is True, then blue event is True with probability of 86%. If pink event is True, then blue event is False with probability of 14%. If orange event is False, then cyan event is True with probability of 69%. If orange event is False, then cyan event is False with probability of 31%. If orange event is True, then cyan event is True with probability of 28%. If orange event is True, then cyan event is False with probability of 72%. pink event is true with probability of 76%. pink event is false with probability of 24%. ",What is the probability that red event is False and pink event is False given that purple event is False and orange event is True and grey event is False and blue event is False and cyan event is False?,0.31130976656172,"('orange event',) -> purple event | ('blue event',) -> red event | ('red event',) -> orange event | ('orange event',) -> grey event | ('pink event',) -> blue event | ('orange event',) -> cyan event | () -> pink event",7,n1n6|n0n2n3n4n5|,ffftfff,0.4902000000015505
"red event is true with probability of 94%. red event is false with probability of 6%. If orange event is False, then white event is True with probability of 23%. If orange event is False, then white event is False with probability of 77%. If orange event is True, then white event is True with probability of 98%. If orange event is True, then white event is False with probability of 2%. If red event is False, then orange event is True with probability of 61%. If red event is False, then orange event is False with probability of 39%. If red event is True, then orange event is True with probability of 2%. If red event is True, then orange event is False with probability of 98%. If white event is False, then black event is True with probability of 11%. If white event is False, then black event is False with probability of 89%. If white event is True, then black event is True with probability of 99%. If white event is True, then black event is False with probability of 1%. If black event is False, then purple event is True with probability of 55%. If black event is False, then purple event is False with probability of 45%. If black event is True, then purple event is True with probability of 61%. If black event is True, then purple event is False with probability of 39%. If purple event is False, then pink event is True with probability of 67%. If purple event is False, then pink event is False with probability of 33%. If purple event is True, then pink event is True with probability of 69%. If purple event is True, then pink event is False with probability of 31%. If purple event is False, then cyan event is True with probability of 66%. If purple event is False, then cyan event is False with probability of 34%. If purple event is True, then cyan event is True with probability of 12%. If purple event is True, then cyan event is False with probability of 88%. ",What is the probability that black event is False and pink event is False given that cyan event is False?,0.2013742920227592,"() -> red event | ('orange event',) -> white event | ('red event',) -> orange event | ('white event',) -> black event | ('black event',) -> purple event | ('purple event',) -> pink event | ('purple event',) -> cyan event",7,n3n5|n6|,fff,0.5972999999954709
"If cyan event is False, then purple event is True with probability of 88%. If cyan event is False, then purple event is False with probability of 12%. If cyan event is True, then purple event is True with probability of 74%. If cyan event is True, then purple event is False with probability of 26%. If orange event is False, then red event is True with probability of 19%. If orange event is False, then red event is False with probability of 81%. If orange event is True, then red event is True with probability of 50%. If orange event is True, then red event is False with probability of 50%. cyan event is true with probability of 93%. cyan event is false with probability of 7%. If yellow event is False, then blue event is True with probability of 34%. If yellow event is False, then blue event is False with probability of 66%. If yellow event is True, then blue event is True with probability of 28%. If yellow event is True, then blue event is False with probability of 72%. If yellow event is False, then orange event is True with probability of 77%. If yellow event is False, then orange event is False with probability of 23%. If yellow event is True, then orange event is True with probability of 87%. If yellow event is True, then orange event is False with probability of 13%. If blue event is False, then grey event is True with probability of 16%. If blue event is False, then grey event is False with probability of 84%. If blue event is True, then grey event is True with probability of 51%. If blue event is True, then grey event is False with probability of 49%. If cyan event is False, then yellow event is True with probability of 4%. If cyan event is False, then yellow event is False with probability of 96%. If cyan event is True, then yellow event is True with probability of 84%. If cyan event is True, then yellow event is False with probability of 16%. ",What is the probability that purple event is True and red event is True and cyan event is True and grey event is True and yellow event is True?,0.0685627398288,"('cyan event',) -> purple event | ('orange event',) -> red event | () -> cyan event | ('yellow event',) -> blue event | ('yellow event',) -> orange event | ('blue event',) -> grey event | ('cyan event',) -> yellow event",7,n0n1n2n5n6||,ttttt,0.5565000000018472
"If pink event is False, then black event is True with probability of 32%. If pink event is False, then black event is False with probability of 68%. If pink event is True, then black event is True with probability of 73%. If pink event is True, then black event is False with probability of 27%. If cyan event is False, then grey event is True with probability of 75%. If cyan event is False, then grey event is False with probability of 25%. If cyan event is True, then grey event is True with probability of 53%. If cyan event is True, then grey event is False with probability of 47%. If pink event is False, then red event is True with probability of 65%. If pink event is False, then red event is False with probability of 35%. If pink event is True, then red event is True with probability of 84%. If pink event is True, then red event is False with probability of 16%. If purple event is False, then yellow event is True with probability of 33%. If purple event is False, then yellow event is False with probability of 67%. If purple event is True, then yellow event is True with probability of 12%. If purple event is True, then yellow event is False with probability of 88%. pink event is true with probability of 84%. pink event is false with probability of 16%. If purple event is False, then cyan event is True with probability of 71%. If purple event is False, then cyan event is False with probability of 29%. If purple event is True, then cyan event is True with probability of 46%. If purple event is True, then cyan event is False with probability of 54%. If red event is False, then purple event is True with probability of 9%. If red event is False, then purple event is False with probability of 91%. If red event is True, then purple event is True with probability of 66%. If red event is True, then purple event is False with probability of 34%. ",What is the probability that grey event is True given that black event is False and red event is False and yellow event is True and pink event is False and cyan event is True and purple event is True?,0.53,"('pink event',) -> black event | ('cyan event',) -> grey event | ('pink event',) -> red event | ('purple event',) -> yellow event | () -> pink event | ('purple event',) -> cyan event | ('red event',) -> purple event",7,n1|n0n2n3n4n5n6|,tfftftt,0.5398999999925991
"If orange event is False, then purple event is True with probability of 18%. If orange event is False, then purple event is False with probability of 82%. If orange event is True, then purple event is True with probability of 35%. If orange event is True, then purple event is False with probability of 65%. grey event is true with probability of 14%. grey event is false with probability of 86%. If purple event is False, then cyan event is True with probability of 60%. If purple event is False, then cyan event is False with probability of 40%. If purple event is True, then cyan event is True with probability of 88%. If purple event is True, then cyan event is False with probability of 12%. If yellow event is False, then blue event is True with probability of 47%. If yellow event is False, then blue event is False with probability of 53%. If yellow event is True, then blue event is True with probability of 24%. If yellow event is True, then blue event is False with probability of 76%. If grey event is False, then orange event is True with probability of 82%. If grey event is False, then orange event is False with probability of 18%. If grey event is True, then orange event is True with probability of 95%. If grey event is True, then orange event is False with probability of 5%. If cyan event is False, then red event is True with probability of 90%. If cyan event is False, then red event is False with probability of 10%. If cyan event is True, then red event is True with probability of 16%. If cyan event is True, then red event is False with probability of 84%. If grey event is False, then yellow event is True with probability of 67%. If grey event is False, then yellow event is False with probability of 33%. If grey event is True, then yellow event is True with probability of 41%. If grey event is True, then yellow event is False with probability of 59%. ",What is the probability that purple event is False and blue event is True and yellow event is False given that grey event is False and cyan event is False and red event is False?,0.1359587079158187,"('orange event',) -> purple event | () -> grey event | ('purple event',) -> cyan event | ('yellow event',) -> blue event | ('grey event',) -> orange event | ('cyan event',) -> red event | ('grey event',) -> yellow event",7,n0n3n6|n1n2n5|,ftffff,0.6116999999932204
"If red event is False, then pink event is True with probability of 68%. If red event is False, then pink event is False with probability of 32%. If red event is True, then pink event is True with probability of 76%. If red event is True, then pink event is False with probability of 24%. orange event is true with probability of 42%. orange event is false with probability of 58%. If grey event is False, then red event is True with probability of 1%. If grey event is False, then red event is False with probability of 99%. If grey event is True, then red event is True with probability of 44%. If grey event is True, then red event is False with probability of 56%. If grey event is False, then black event is True with probability of 15%. If grey event is False, then black event is False with probability of 85%. If grey event is True, then black event is True with probability of 55%. If grey event is True, then black event is False with probability of 45%. If grey event is False, then blue event is True with probability of 18%. If grey event is False, then blue event is False with probability of 82%. If grey event is True, then blue event is True with probability of 1%. If grey event is True, then blue event is False with probability of 99%. If grey event is False, then cyan event is True with probability of 86%. If grey event is False, then cyan event is False with probability of 14%. If grey event is True, then cyan event is True with probability of 53%. If grey event is True, then cyan event is False with probability of 47%. If orange event is False, then grey event is True with probability of 91%. If orange event is False, then grey event is False with probability of 9%. If orange event is True, then grey event is True with probability of 62%. If orange event is True, then grey event is False with probability of 38%. ",What is the probability that pink event is True and red event is False and cyan event is False given that orange event is True and black event is True and blue event is True and grey event is False?,0.0942479999999999,"('red event',) -> pink event | () -> orange event | ('grey event',) -> red event | ('grey event',) -> black event | ('grey event',) -> blue event | ('grey event',) -> cyan event | ('orange event',) -> grey event",7,n0n2n5|n1n3n4n6|,tfftttf,0.5095000000068239
"If blue event is False, then yellow event is True with probability of 54%. If blue event is False, then yellow event is False with probability of 46%. If blue event is True, then yellow event is True with probability of 36%. If blue event is True, then yellow event is False with probability of 64%. cyan event is true with probability of 50%. cyan event is false with probability of 50%. If pink event is False, then blue event is True with probability of 12%. If pink event is False, then blue event is False with probability of 88%. If pink event is True, then blue event is True with probability of 80%. If pink event is True, then blue event is False with probability of 20%. If black event is False, then pink event is True with probability of 99%. If black event is False, then pink event is False with probability of 1%. If black event is True, then pink event is True with probability of 85%. If black event is True, then pink event is False with probability of 15%. If purple event is False, then red event is True with probability of 62%. If purple event is False, then red event is False with probability of 38%. If purple event is True, then red event is True with probability of 98%. If purple event is True, then red event is False with probability of 2%. If cyan event is False, then purple event is True with probability of 49%. If cyan event is False, then purple event is False with probability of 51%. If cyan event is True, then purple event is True with probability of 61%. If cyan event is True, then purple event is False with probability of 39%. If red event is False, then black event is True with probability of 90%. If red event is False, then black event is False with probability of 10%. If red event is True, then black event is True with probability of 52%. If red event is True, then black event is False with probability of 48%. ",What is the probability that purple event is False given that yellow event is True and blue event is True and pink event is True?,0.4447768285705974,"('blue event',) -> yellow event | () -> cyan event | ('pink event',) -> blue event | ('black event',) -> pink event | ('purple event',) -> red event | ('cyan event',) -> purple event | ('red event',) -> black event",7,n5|n0n2n3|,fttt,0.5096000000008871
"If orange event is False, then red event is True with probability of 5%. If orange event is False, then red event is False with probability of 95%. If orange event is True, then red event is True with probability of 11%. If orange event is True, then red event is False with probability of 89%. If yellow event is False, then orange event is True with probability of 57%. If yellow event is False, then orange event is False with probability of 43%. If yellow event is True, then orange event is True with probability of 12%. If yellow event is True, then orange event is False with probability of 88%. yellow event is true with probability of 30%. yellow event is false with probability of 70%. If orange event is False, then purple event is True with probability of 25%. If orange event is False, then purple event is False with probability of 75%. If orange event is True, then purple event is True with probability of 15%. If orange event is True, then purple event is False with probability of 85%. If pink event is False, then white event is True with probability of 41%. If pink event is False, then white event is False with probability of 59%. If pink event is True, then white event is True with probability of 75%. If pink event is True, then white event is False with probability of 25%. If orange event is False, then pink event is True with probability of 82%. If orange event is False, then pink event is False with probability of 18%. If orange event is True, then pink event is True with probability of 61%. If orange event is True, then pink event is False with probability of 39%. If purple event is False, then cyan event is True with probability of 84%. If purple event is False, then cyan event is False with probability of 16%. If purple event is True, then cyan event is True with probability of 10%. If purple event is True, then cyan event is False with probability of 90%. ",What is the probability that yellow event is True given that red event is False and orange event is True and white event is True and pink event is True and cyan event is False?,0.0827586206896551,"('orange event',) -> red event | ('yellow event',) -> orange event | () -> yellow event | ('orange event',) -> purple event | ('pink event',) -> white event | ('orange event',) -> pink event | ('purple event',) -> cyan event",7,n2|n0n1n4n5n6|,tftttf,0.5295999999930245
"If black event is False, then pink event is True with probability of 76%. If black event is False, then pink event is False with probability of 24%. If black event is True, then pink event is True with probability of 52%. If black event is True, then pink event is False with probability of 48%. If blue event is False, then white event is True with probability of 52%. If blue event is False, then white event is False with probability of 48%. If blue event is True, then white event is True with probability of 57%. If blue event is True, then white event is False with probability of 43%. grey event is true with probability of 7%. grey event is false with probability of 93%. If grey event is False, then black event is True with probability of 45%. If grey event is False, then black event is False with probability of 55%. If grey event is True, then black event is True with probability of 22%. If grey event is True, then black event is False with probability of 78%. If grey event is False, then cyan event is True with probability of 52%. If grey event is False, then cyan event is False with probability of 48%. If grey event is True, then cyan event is True with probability of 93%. If grey event is True, then cyan event is False with probability of 7%. If grey event is False, then blue event is True with probability of 93%. If grey event is False, then blue event is False with probability of 7%. If grey event is True, then blue event is True with probability of 2%. If grey event is True, then blue event is False with probability of 98%. If cyan event is False, then red event is True with probability of 3%. If cyan event is False, then red event is False with probability of 97%. If cyan event is True, then red event is True with probability of 57%. If cyan event is True, then red event is False with probability of 43%. ",What is the probability that black event is True given that pink event is True and white event is False and cyan event is False and red event is False?,0.3563359899697371,"('black event',) -> pink event | ('blue event',) -> white event | () -> grey event | ('grey event',) -> black event | ('grey event',) -> cyan event | ('grey event',) -> blue event | ('cyan event',) -> red event",7,n3|n0n1n4n6|,ttfff,0.4713999999950147
"If purple event is False, then grey event is True with probability of 87%. If purple event is False, then grey event is False with probability of 13%. If purple event is True, then grey event is True with probability of 20%. If purple event is True, then grey event is False with probability of 80%. If white event is False, then purple event is True with probability of 79%. If white event is False, then purple event is False with probability of 21%. If white event is True, then purple event is True with probability of 19%. If white event is True, then purple event is False with probability of 81%. If purple event is False, then black event is True with probability of 59%. If purple event is False, then black event is False with probability of 41%. If purple event is True, then black event is True with probability of 52%. If purple event is True, then black event is False with probability of 48%. If purple event is False, then cyan event is True with probability of 91%. If purple event is False, then cyan event is False with probability of 9%. If purple event is True, then cyan event is True with probability of 47%. If purple event is True, then cyan event is False with probability of 53%. If purple event is False, then yellow event is True with probability of 41%. If purple event is False, then yellow event is False with probability of 59%. If purple event is True, then yellow event is True with probability of 17%. If purple event is True, then yellow event is False with probability of 83%. If purple event is False, then pink event is True with probability of 17%. If purple event is False, then pink event is False with probability of 83%. If purple event is True, then pink event is True with probability of 46%. If purple event is True, then pink event is False with probability of 54%. white event is true with probability of 50%. white event is false with probability of 50%. ",What is the probability that black event is True given that grey event is True and cyan event is False and yellow event is True and pink event is False?,0.5718183182019347,"('purple event',) -> grey event | ('white event',) -> purple event | ('purple event',) -> black event | ('purple event',) -> cyan event | ('purple event',) -> yellow event | ('purple event',) -> pink event | () -> white event",7,n2|n0n3n4n5|,ttftf,0.5306999999987738
"If black event is False, then orange event is True with probability of 18%. If black event is False, then orange event is False with probability of 82%. If black event is True, then orange event is True with probability of 66%. If black event is True, then orange event is False with probability of 34%. If blue event is False, then black event is True with probability of 48%. If blue event is False, then black event is False with probability of 52%. If blue event is True, then black event is True with probability of 18%. If blue event is True, then black event is False with probability of 82%. If black event is False, then cyan event is True with probability of 24%. If black event is False, then cyan event is False with probability of 76%. If black event is True, then cyan event is True with probability of 1%. If black event is True, then cyan event is False with probability of 99%. red event is true with probability of 4%. red event is false with probability of 96%. If red event is False, then yellow event is True with probability of 80%. If red event is False, then yellow event is False with probability of 20%. If red event is True, then yellow event is True with probability of 23%. If red event is True, then yellow event is False with probability of 77%. If red event is False, then blue event is True with probability of 21%. If red event is False, then blue event is False with probability of 79%. If red event is True, then blue event is True with probability of 3%. If red event is True, then blue event is False with probability of 97%. If yellow event is False, then grey event is True with probability of 46%. If yellow event is False, then grey event is False with probability of 54%. If yellow event is True, then grey event is True with probability of 23%. If yellow event is True, then grey event is False with probability of 77%. ",What is the probability that grey event is False given that orange event is False and cyan event is False and yellow event is True?,0.77,"('black event',) -> orange event | ('blue event',) -> black event | ('black event',) -> cyan event | () -> red event | ('red event',) -> yellow event | ('red event',) -> blue event | ('yellow event',) -> grey event",7,n6|n0n2n4|,ffft,0.5552000000079715
"If purple event is False, then grey event is True with probability of 63%. If purple event is False, then grey event is False with probability of 37%. If purple event is True, then grey event is True with probability of 10%. If purple event is True, then grey event is False with probability of 90%. If orange event is False, then red event is True with probability of 21%. If orange event is False, then red event is False with probability of 79%. If orange event is True, then red event is True with probability of 82%. If orange event is True, then red event is False with probability of 18%. If red event is False, then pink event is True with probability of 47%. If red event is False, then pink event is False with probability of 53%. If red event is True, then pink event is True with probability of 9%. If red event is True, then pink event is False with probability of 91%. If yellow event is False, then orange event is True with probability of 52%. If yellow event is False, then orange event is False with probability of 48%. If yellow event is True, then orange event is True with probability of 75%. If yellow event is True, then orange event is False with probability of 25%. yellow event is true with probability of 5%. yellow event is false with probability of 95%. If red event is False, then purple event is True with probability of 28%. If red event is False, then purple event is False with probability of 72%. If red event is True, then purple event is True with probability of 5%. If red event is True, then purple event is False with probability of 95%. If purple event is False, then cyan event is True with probability of 67%. If purple event is False, then cyan event is False with probability of 33%. If purple event is True, then cyan event is True with probability of 46%. If purple event is True, then cyan event is False with probability of 54%. ",What is the probability that grey event is False and orange event is True and cyan event is True given that red event is False and pink event is False and yellow event is False?,0.0582838172588832,"('purple event',) -> grey event | ('orange event',) -> red event | ('red event',) -> pink event | ('yellow event',) -> orange event | () -> yellow event | ('red event',) -> purple event | ('purple event',) -> cyan event",7,n0n3n6|n1n2n4|,fttfff,0.6020999999947207
"If cyan event is False, then white event is True with probability of 33%. If cyan event is False, then white event is False with probability of 67%. If cyan event is True, then white event is True with probability of 34%. If cyan event is True, then white event is False with probability of 66%. If cyan event is False, then pink event is True with probability of 77%. If cyan event is False, then pink event is False with probability of 23%. If cyan event is True, then pink event is True with probability of 20%. If cyan event is True, then pink event is False with probability of 80%. cyan event is true with probability of 27%. cyan event is false with probability of 73%. If purple event is False, then blue event is True with probability of 17%. If purple event is False, then blue event is False with probability of 83%. If purple event is True, then blue event is True with probability of 53%. If purple event is True, then blue event is False with probability of 47%. If purple event is False, then grey event is True with probability of 64%. If purple event is False, then grey event is False with probability of 36%. If purple event is True, then grey event is True with probability of 90%. If purple event is True, then grey event is False with probability of 10%. If pink event is False, then purple event is True with probability of 86%. If pink event is False, then purple event is False with probability of 14%. If pink event is True, then purple event is True with probability of 12%. If pink event is True, then purple event is False with probability of 88%. If purple event is False, then red event is True with probability of 85%. If purple event is False, then red event is False with probability of 15%. If purple event is True, then red event is True with probability of 67%. If purple event is True, then red event is False with probability of 33%. ",What is the probability that white event is True and pink event is True and red event is False given that cyan event is False and blue event is False and grey event is False and purple event is True?,0.0346738800827015,"('cyan event',) -> white event | ('cyan event',) -> pink event | () -> cyan event | ('purple event',) -> blue event | ('purple event',) -> grey event | ('pink event',) -> purple event | ('purple event',) -> red event",7,n0n1n6|n2n3n4n5|,ttfffft,0.5532999999928734
"If orange event is False, then yellow event is True with probability of 55%. If orange event is False, then yellow event is False with probability of 45%. If orange event is True, then yellow event is True with probability of 92%. If orange event is True, then yellow event is False with probability of 8%. If yellow event is False, then white event is True with probability of 63%. If yellow event is False, then white event is False with probability of 37%. If yellow event is True, then white event is True with probability of 17%. If yellow event is True, then white event is False with probability of 83%. If yellow event is False, then purple event is True with probability of 1%. If yellow event is False, then purple event is False with probability of 99%. If yellow event is True, then purple event is True with probability of 14%. If yellow event is True, then purple event is False with probability of 86%. orange event is true with probability of 38%. orange event is false with probability of 62%. If pink event is False, then red event is True with probability of 92%. If pink event is False, then red event is False with probability of 8%. If pink event is True, then red event is True with probability of 5%. If pink event is True, then red event is False with probability of 95%. If red event is False, then grey event is True with probability of 91%. If red event is False, then grey event is False with probability of 9%. If red event is True, then grey event is True with probability of 78%. If red event is True, then grey event is False with probability of 22%. If purple event is False, then pink event is True with probability of 88%. If purple event is False, then pink event is False with probability of 12%. If purple event is True, then pink event is True with probability of 23%. If purple event is True, then pink event is False with probability of 77%. ",What is the probability that purple event is True and orange event is True and red event is True given that yellow event is True and white event is True and grey event is True?,0.045241470889842,"('orange event',) -> yellow event | ('yellow event',) -> white event | ('yellow event',) -> purple event | () -> orange event | ('pink event',) -> red event | ('red event',) -> grey event | ('purple event',) -> pink event",7,n2n3n4|n0n1n5|,tttttt,0.5031999999971504
"If blue event is False, then grey event is True with probability of 60%. If blue event is False, then grey event is False with probability of 40%. If blue event is True, then grey event is True with probability of 75%. If blue event is True, then grey event is False with probability of 25%. If blue event is False, then pink event is True with probability of 3%. If blue event is False, then pink event is False with probability of 97%. If blue event is True, then pink event is True with probability of 69%. If blue event is True, then pink event is False with probability of 31%. If white event is False, then blue event is True with probability of 38%. If white event is False, then blue event is False with probability of 62%. If white event is True, then blue event is True with probability of 43%. If white event is True, then blue event is False with probability of 57%. If blue event is False, then purple event is True with probability of 38%. If blue event is False, then purple event is False with probability of 62%. If blue event is True, then purple event is True with probability of 48%. If blue event is True, then purple event is False with probability of 52%. If purple event is False, then orange event is True with probability of 76%. If purple event is False, then orange event is False with probability of 24%. If purple event is True, then orange event is True with probability of 99%. If purple event is True, then orange event is False with probability of 1%. If orange event is False, then cyan event is True with probability of 61%. If orange event is False, then cyan event is False with probability of 39%. If orange event is True, then cyan event is True with probability of 46%. If orange event is True, then cyan event is False with probability of 54%. white event is true with probability of 16%. white event is false with probability of 84%. ",What is the probability that orange event is True and cyan event is False given that grey event is False and pink event is False and blue event is False and purple event is True?,0.5346000000000001,"('blue event',) -> grey event | ('blue event',) -> pink event | ('white event',) -> blue event | ('blue event',) -> purple event | ('purple event',) -> orange event | ('orange event',) -> cyan event | () -> white event",7,n4n5|n0n1n2n3|,tfffft,0.5821000000025833
